State,County_Name,2005_Poverty_All_Ages,2005_Poverty_Percent_All_Ages,2005_Poverty_Under18,2005_Poverty_Percent_Under18,2005_Median_HH_Income
IA,Story County,"12,406",17.6,"1,172",9.4,"42,414"
IA,Tama County,"1,692",9.7,553,13.2,"45,719"
IA,Taylor County,836,13,215,15.7,"35,835"
IA,Union County,"1,548",13.3,469,18.7,"36,916"
IA,Van Buren County,"1,069",14,359,21.9,"38,792"
IA,Wapello County,"5,103",14.7,"1,545",19.7,"34,098"
IA,Warren County,"2,676",6.5,783,8,"53,329"
IA,Washington County,"2,162",10.3,740,14.7,"42,756"
IA,Wayne County,974,15,309,22.4,"33,788"
IA,Webster County,"4,905",13.6,"1,485",17.3,"39,203"
IA,Winnebago County,"1,028",9.5,309,13.2,"39,980"
IA,Winneshiek County,"1,676",8.9,338,8.7,"45,707"
IA,Woodbury County,"14,504",14.6,"5,561",21,"41,032"
IA,Worth County,654,8.6,167,10.4,"40,842"
IA,Wright County,"1,524",11.4,484,16.2,"41,152"
KS,Kansas,"310,666",11.7,"100,253",15.2,"42,861"
KS,Allen County,"2,088",15.6,676,21.9,"34,106"
KS,Anderson County,"1,115",13.9,383,19.9,"37,384"
KS,Atchison County,"2,202",14.1,735,19.3,"38,574"
KS,Barber County,578,11.9,164,16.6,"36,355"
KS,Barton County,"3,973",14.6,"1,372",21.2,"36,329"
KS,Bourbon County,"2,248",15.4,822,23.5,"33,705"
KS,Brown County,"1,493",14.9,482,20.3,"34,340"
KS,Butler County,"5,664",9.4,"1,881",12.4,"49,091"
KS,Chase County,324,11,118,16.5,"34,634"
KS,Chautauqua County,631,16,187,22.6,"32,658"
KS,Cherokee County,"3,609",17.1,"1,302",25.8,"32,394"
KS,Cheyenne County,320,11.1,95,16.5,"28,437"
KS,Clark County,277,12.4,96,19.1,"33,604"
KS,Clay County,905,10.8,288,16.2,"37,732"
KS,Cloud County,"1,144",12.6,343,17.8,"33,874"
KS,Coffey County,753,8.9,207,10.7,"43,312"
KS,Comanche County,198,10.7,58,15.4,"31,964"
KS,Cowley County,"4,952",14.9,"1,622",19.5,"37,524"
KS,Crawford County,"7,025",19.4,"1,878",23.8,"32,550"
KS,Decatur County,374,12.2,118,19.2,"30,323"
KS,Dickinson County,"1,656",8.8,550,13,"41,061"
KS,Doniphan County,986,13.3,294,17,"35,147"
KS,Douglas County,"14,399",15.3,"2,187",12,"40,136"
KS,Edwards County,381,11.8,124,16.9,"33,134"
KS,Elk County,513,17.2,163,28.7,"29,315"
KS,Ellis County,"2,974",11.7,614,12,"39,422"
KS,Ellsworth County,514,9.4,119,11.2,"38,996"
KS,Finney County,"5,814",15.2,"2,596",20.6,"40,333"
KS,Ford County,"4,352",13.3,"1,794",17.8,"36,943"
KS,Franklin County,"2,569",10.1,855,13.6,"42,296"
KS,Geary County,"3,199",13.4,"1,287",17.5,"37,758"
KS,Gove County,303,11.2,101,16.1,"32,970"
KS,Graham County,322,12.2,75,15.6,"33,029"
KS,Grant County,827,11.1,348,15.6,"44,272"
KS,Gray County,531,9.3,207,12.4,"42,592"
KS,Greeley County,139,10.5,47,15.1,"36,588"
KS,Greenwood County,986,13.9,314,21.2,"32,760"
KS,Hamilton County,328,12.8,110,17,"34,324"
KS,Harper County,719,12.2,232,18.3,"32,424"
KS,Harvey County,"2,638",8.2,879,11.4,"44,032"
KS,Haskell County,499,11.9,230,18.5,"43,824"
KS,Hodgeman County,222,10.7,66,13.4,"40,733"
KS,Jackson County,"1,412",10.7,472,14.2,"43,669"
KS,Jefferson County,"1,500",8,424,9.7,"50,586"
KS,Jewell County,435,13.2,122,20.7,"32,500"
KS,Johnson County,"25,878",5.2,"6,902",5.5,"66,926"
KS,Kearny County,529,11.9,219,16.3,"39,186"
KS,Kingman County,983,12.4,332,17.9,"41,511"
KS,Kiowa County,350,12.2,120,18.6,"35,171"
KS,Labette County,"3,102",14.6,"1,105",21.7,"33,442"
KS,Lane County,176,9.4,53,13.3,"35,857"
KS,Leavenworth County,"5,258",7.9,"1,810",10.3,"54,321"
KS,Lincoln County,396,11.9,118,17.1,"32,322"
KS,Linn County,"1,234",12.7,400,18.6,"38,816"
KS,Logan County,280,10.3,85,13.8,"33,055"
KS,Lyon County,"5,608",16.6,"1,639",20.1,"36,455"
KS,McPherson County,"2,637",9.5,554,8.7,"46,236"
KS,Marion County,"1,128",9.3,343,12.7,"38,153"
KS,Marshall County,"1,048",10.4,288,13.4,"38,111"
KS,Meade County,487,10.8,190,15.2,"39,265"
KS,Miami County,"2,103",7.1,707,9.5,"53,721"
KS,Mitchell County,667,11,193,14.9,"36,738"
KS,Montgomery County,"5,418",16.2,"1,869",24.3,"32,737"
KS,Morris County,641,10.8,191,14.8,"36,618"
KS,Morton County,369,11.8,154,17.8,"39,571"
KS,Nemaha County,904,9.1,280,10.6,"38,446"
KS,Neosho County,"2,259",14.1,732,19.7,"34,451"
KS,Ness County,291,10,70,12.7,"36,880"
KS,Norton County,601,12.4,169,15.9,"33,632"
KS,Osage County,"1,702",10.1,533,13.7,"41,299"
KS,Osborne County,492,12.6,147,18.1,"30,776"
KS,Ottawa County,494,8.4,135,10.3,"41,571"
KS,Pawnee County,595,10.2,200,15.2,"36,653"
KS,Phillips County,627,11.7,186,15.6,"37,003"
KS,Pottawatomie County,"1,806",9.6,607,12.2,"46,271"
KS,Pratt County,"1,029",11.3,316,15.8,"39,410"
KS,Rawlins County,362,13.9,96,19.7,"31,428"
KS,Reno County,"7,862",13.1,"2,538",18.2,"39,790"
KS,Republic County,523,10.4,160,17,"31,364"
KS,Rice County,"1,314",13.8,404,18.1,"37,176"
KS,Riley County,"10,745",20.2,"1,730",16,"35,071"
KS,Rooks County,635,12.3,197,16.9,"33,996"
KS,Rush County,398,12,120,17.7,"33,102"
KS,Russell County,910,13.8,253,19,"31,275"
KS,Saline County,"6,006",11.5,"2,033",16,"40,268"
KS,Scott County,327,7.3,127,11.2,"41,789"
KS,Sedgwick County,"60,038",13.1,"20,534",16.7,"43,340"
KS,Seward County,"3,487",15.3,"1,469",20.1,"40,438"
KS,Shawnee County,"20,036",12,"7,226",17.9,"44,285"
KS,Sheridan County,293,11.5,100,18,"36,293"
KS,Sherman County,866,14.4,319,23.6,"32,346"
KS,Smith County,449,11.3,115,15.8,"31,038"
KS,Stafford County,633,14.4,217,21.3,"34,077"
KS,Stanton County,275,12.6,95,15.6,"41,919"
KS,Stevens County,594,11.1,264,17.1,"44,915"
KS,Sumner County,"2,940",12.1,936,15.4,"42,584"
KS,Thomas County,964,13.2,239,13.4,"37,512"
KS,Trego County,380,13,95,16.2,"31,258"
KS,Wabaunsee County,540,8,155,10.4,"47,231"
KS,Wallace County,226,14.7,84,22.1,"33,374"
KS,Washington County,652,11.3,172,13.6,"31,770"
KS,Wichita County,286,12.6,101,16.8,"35,452"
KS,Wilson County,"1,375",14.4,459,21.2,"32,600"
KS,Woodson County,547,15.9,160,24.6,"28,418"
KS,Wyandotte County,"29,821",19.5,"12,172",28.8,"34,593"
KY,Kentucky,"684,138",16.9,"220,222",23,"37,377"
KY,Adair County,"4,169",24.9,"1,347",35.4,"26,903"
KY,Allen County,"3,077",16.7,"1,107",25.1,"34,121"
KY,Anderson County,"1,774",8.8,596,12.1,"47,415"
KY,Ballard County,"1,209",15,380,21.7,"36,575"
KY,Barren County,"6,959",17.7,"2,388",26.5,"34,450"
KY,Bath County,"2,519",22,873,32.6,"28,317"
KY,Bell County,"10,204",35.4,"3,097",46.5,"21,300"
KY,Boone County,"7,414",7,"2,652",9.5,"56,262"
KY,Bourbon County,"3,355",17.2,"1,129",24.7,"36,102"
KY,Boyd County,"8,142",17.2,"2,438",24,"36,141"
KY,Boyle County,"3,908",15.2,"1,158",19.5,"35,734"
KY,Bracken County,"1,093",12.8,310,15.8,"39,067"
KY,Breathitt County,"5,233",33.8,"1,624",46.5,"22,545"
KY,Breckinridge County,"3,542",18.7,"1,106",25.8,"32,494"
KY,Bullitt County,"6,070",8.9,"2,035",12.5,"49,464"
KY,Butler County,"2,185",16.6,763,25.2,"32,338"
KY,Caldwell County,"2,077",16.4,622,22.8,"32,639"
KY,Calloway County,"6,379",19.9,"1,332",22.4,"30,660"
KY,Campbell County,"10,310",12.1,"3,552",17.1,"46,573"
KY,Carlisle County,747,14.2,252,22.3,"33,119"
KY,Carroll County,"1,466",14.4,529,21.1,"42,186"
KY,Carter County,"5,350",20.1,"1,877",30.5,"30,267"
KY,Casey County,"4,087",25.5,"1,354",37.3,"24,088"
KY,Christian County,"10,198",16,"5,019",23.4,"33,891"
KY,Clark County,"4,726",13.8,"1,539",19.4,"41,581"
KY,Clay County,"8,137",37.2,"2,668",50.1,"19,728"
KY,Clinton County,"2,553",27,762,37.3,"23,282"
KY,Crittenden County,"1,591",18,554,30.2,"32,299"
KY,Cumberland County,"1,629",23.2,529,34.2,"24,055"
KY,Daviess County,"13,124",14.6,"4,196",18.9,"38,845"
KY,Edmonson County,"2,213",18.7,696,27.6,"29,946"
KY,Elliott County,"1,973",28.9,635,40.3,"24,521"
KY,Estill County,"4,337",29.1,"1,326",38.9,"25,026"
KY,Fayette County,"37,359",14.7,"9,591",17.1,"42,778"
KY,Fleming County,"2,673",18.5,938,27.5,"30,471"
KY,Floyd County,"11,868",28.9,"3,598",39.1,"25,753"
KY,Franklin County,"5,484",11.9,"1,694",16.5,"44,446"
KY,Fulton County,"1,764",25.4,626,38.4,"25,907"
KY,Gallatin County,"1,380",17.3,557,25.4,"38,018"
KY,Garrard County,"2,461",15,820,22.4,"38,796"
KY,Grant County,"3,025",12.5,"1,207",18.6,"43,996"
KY,Graves County,"6,542",17.8,"2,150",24.9,"33,826"
KY,Grayson County,"5,861",23.7,"1,987",35.2,"30,732"
KY,Green County,"2,221",19.5,670,28.1,"28,028"
KY,Greenup County,"6,820",18.6,"2,150",27.1,"35,361"
KY,Hancock County,"1,158",13.6,363,17,"42,450"
KY,Hardin County,"11,576",12.5,"4,175",16.9,"42,900"
KY,Harlan County,"9,837",31.6,"3,139",43,"23,031"
KY,Harrison County,"2,524",13.9,851,20.2,"39,290"
KY,Hart County,"4,366",24.2,"1,448",33.9,"27,601"
KY,Henderson County,"6,413",14.4,"2,095",20.2,"39,796"
KY,Henry County,"2,366",15,750,19.8,"39,749"
KY,Hickman County,852,17.3,278,26.7,"35,857"
KY,Hopkins County,"8,081",17.7,"2,810",26.9,"35,522"
KY,Jackson County,"3,754",27.9,"1,277",40.3,"24,120"
KY,Jefferson County,"92,874",13.6,"31,043",19,"40,973"
KY,Jessamine County,"5,193",12.5,"1,902",18.1,"41,980"
KY,Johnson County,"5,714",24.4,"1,794",33.8,"28,619"
KY,Kenton County,"16,744",11.1,"5,819",14.9,"48,673"
KY,Knott County,"5,272",31.1,"1,485",40.2,"24,716"
KY,Knox County,"11,330",36.2,"3,610",45.9,"21,847"
KY,Larue County,"2,105",15.7,669,21.9,"35,114"
KY,Laurel County,"11,171",20.1,"3,753",28,"31,657"
KY,Lawrence County,"5,324",33.4,"1,730",48.2,"25,948"
KY,Lee County,"2,420",34.7,714,46.2,"21,024"
KY,Leslie County,"3,446",29.1,"1,083",42.1,"22,164"
KY,Letcher County,"6,553",27.2,"1,845",35.9,"25,549"
KY,Lewis County,"3,959",29.1,"1,244",40,"24,182"
KY,Lincoln County,"4,774",19.3,"1,586",27,"30,390"
KY,Livingston County,"1,273",13.3,410,21.1,"41,562"
KY,Logan County,"4,293",16.1,"1,515",23.7,"37,066"
KY,Lyon County,"1,015",15.4,210,18,"35,191"
KY,McCracken County,"10,741",17,"3,595",25.2,"37,758"
KY,McCreary County,"6,119",36.6,"2,245",53.6,"22,344"
KY,McLean County,"1,575",16.1,481,21.7,"32,672"
KY,Madison County,"13,054",18.1,"3,426",20.9,"37,173"
KY,Magoffin County,"4,718",35.6,"1,493",46.3,"21,653"
KY,Marion County,"3,488",19.7,"1,091",24.1,"34,887"
KY,Marshall County,"3,599",11.9,"1,020",17.1,"38,436"
KY,Martin County,"5,093",42.2,"1,750",58.1,"22,368"
KY,Mason County,"3,089",18.5,950,25.2,"32,825"
KY,Meade County,"3,352",11.9,"1,144",15.6,"41,380"
KY,Menifee County,"1,791",27.4,604,42.6,"24,921"
KY,Mercer County,"3,015",14.1,"1,001",20,"37,468"
KY,Metcalfe County,"2,455",24.5,784,34.2,"27,000"
KY,Monroe County,"2,826",24.6,842,33,"25,424"
KY,Montgomery County,"4,198",17.7,"1,320",23.1,"34,069"
KY,Morgan County,"3,836",30.9,"1,120",40.1,"26,119"
KY,Muhlenberg County,"5,908",19.8,"1,835",28,"31,019"
KY,Nelson County,"4,830",12,"1,731",16.9,"45,691"
KY,Nicholas County,"1,314",19.1,402,26.2,"32,914"
KY,Ohio County,"4,403",18.9,"1,430",26.8,"33,551"
KY,Oldham County,"2,479",5,733,5.8,"68,011"
KY,Owen County,"1,801",16.1,614,23.3,"37,139"
KY,Owsley County,"2,112",45.5,630,61.9,"17,524"
KY,Pendleton County,"2,178",14.7,773,20.8,"40,901"
KY,Perry County,"8,580",29.6,"2,681",40.1,"27,405"
KY,Pike County,"16,270",24.7,"4,387",30.6,"27,922"
KY,Powell County,"3,176",23.5,"1,126",35.6,"28,991"
KY,Pulaski County,"10,765",18.6,"3,563",27.8,"31,531"
KY,Robertson County,492,22.4,150,30.3,"30,013"
KY,Rockcastle County,"4,147",25.4,"1,272",34.5,"27,364"
KY,Rowan County,"4,474",23.5,"1,164",27.9,"31,980"
KY,Russell County,"4,023",24,"1,222",34.3,"25,398"
KY,Scott County,"3,923",10.4,"1,291",13.2,"50,148"
KY,Shelby County,"3,553",9.7,"1,206",13.5,"51,691"
KY,Simpson County,"2,359",14.1,825,19.9,"40,388"
KY,Spencer County,"1,351",8.7,425,11.3,"54,288"
KY,Taylor County,"4,255",18.5,"1,287",25.5,"32,381"
KY,Todd County,"2,003",17,756,24.9,"34,157"
KY,Trigg County,"1,736",13.1,545,19.2,"39,933"
KY,Trimble County,"1,315",14.7,419,19.8,"41,521"
KY,Union County,"2,160",15.3,749,22.3,"36,612"
KY,Warren County,"14,534",15.6,"4,074",19,"40,611"
KY,Washington County,"1,692",15.3,533,20.4,"36,347"
KY,Wayne County,"5,317",26.5,"1,716",37.5,"24,040"
KY,Webster County,"2,095",15.1,669,20.8,"36,620"
KY,Whitley County,"9,862",26.9,"3,551",38.9,"25,777"
KY,Wolfe County,"2,327",33.7,875,51.2,"22,189"
KY,Woodford County,"2,161",9.1,692,12.2,"59,375"
LA,Louisiana,"882,641",20.2,"329,036",29.2,"36,547"
LA,Acadia Parish,"13,169",22.6,"4,549",27.9,"28,648"
LA,Allen Parish,"4,547",21.5,"1,583",27.4,"31,217"
LA,Ascension Parish,"10,467",11.7,"3,760",15.4,"48,440"
LA,Assumption Parish,"4,921",21.5,"1,676",29.4,"35,183"
LA,Avoyelles Parish,"11,105",28.6,"3,771",36,"26,715"
LA,Beauregard Parish,"5,647",17,"1,880",22.1,"35,334"
LA,Bienville Parish,"3,751",25.5,"1,322",36.5,"26,492"
LA,Bossier Parish,"15,350",14.9,"6,363",23.4,"44,110"
LA,Caddo Parish,"56,309",23.1,"21,336",34.4,"33,603"
LA,Calcasieu Parish,"32,049",17.8,"12,057",26.1,"36,050"
LA,Caldwell Parish,"2,143",21.8,688,29.7,"31,957"
LA,Cameron Parish,"1,233",13,402,18,"38,315"
LA,Catahoula Parish,"2,888",29.2,"1,029",43.8,"24,947"
LA,Claiborne Parish,"3,856",25.6,"1,354",37.8,"28,950"
LA,Concordia Parish,"6,083",32.8,"2,285",48.7,"24,753"
LA,De Soto Parish,"7,083",27.3,"2,617",39.6,"31,765"
LA,East Baton Rouge Parish,"81,794",20.7,"29,904",30.3,"39,661"
LA,East Carroll Parish,"3,484",45.4,"1,464",60,"22,260"
LA,East Feliciana Parish,"4,070",22.4,"1,337",28.2,"35,766"
LA,Evangeline Parish,"9,682",28.8,"3,517",37,"24,543"
LA,Franklin Parish,"5,938",30.4,"2,381",46.1,"25,286"
LA,Grant Parish,"3,826",19.9,"1,443",29.2,"33,928"
LA,Iberia Parish,"16,691",23,"6,744",33.4,"34,769"
LA,Iberville Parish,"7,265",25,"2,501",32.3,"32,357"
LA,Jackson Parish,"2,794",18.9,966,27.7,"31,811"
LA,Jefferson Parish,"69,240",15.5,"25,021",23.4,"41,527"
LA,Jefferson Davis Parish,"6,358",20.7,"2,240",26.7,"32,252"
LA,Lafayette Parish,"32,243",16.8,"10,244",20.8,"40,850"
LA,Lafourche Parish,"13,298",14.7,"4,850",21.7,"39,748"
LA,La Salle Parish,"2,599",19.9,857,27.7,"30,578"
LA,Lincoln Parish,"9,903",27,"2,528",30,"30,132"
LA,Livingston Parish,"14,531",13.4,"5,063",18.3,"44,982"
LA,Madison Parish,"4,184",36.6,"1,759",51.3,"22,951"
LA,Morehouse Parish,"8,165",28.2,"3,044",40.1,"27,224"
LA,Natchitoches Parish,"10,684",29.5,"3,777",40.2,"28,411"
LA,Orleans Parish,"111,070",25.5,"44,834",39.6,"30,216"
LA,Ouachita Parish,"32,487",22.7,"13,326",34.9,"34,618"
LA,Plaquemines Parish,"4,204",14.9,"1,628",21.6,"41,228"
LA,Pointe Coupee Parish,"4,910",22.3,"1,611",30,"33,114"
LA,Rapides Parish,"25,957",21.2,"9,928",31.1,"33,732"
LA,Red River Parish,"2,976",32.6,"1,264",49.8,"25,747"
LA,Richland Parish,"5,115",26.5,"1,977",38.5,"28,740"
LA,Sabine Parish,"4,204",18.1,"1,547",26.7,"31,721"
LA,St. Bernard Parish,"11,106",17.3,"3,645",23.8,"37,710"
LA,St. Charles Parish,"6,945",13.9,"2,642",20.1,"48,777"
LA,St. Helena Parish,"2,210",21.8,870,34,"28,952"
LA,St. James Parish,"3,579",17.2,"1,340",24.4,"39,524"
LA,St. John the Baptist Parish,"7,991",17.5,"3,646",28.1,"41,813"
LA,St. Landry Parish,"26,851",30.5,"9,611",40,"25,236"
LA,St. Martin Parish,"10,277",20.8,"3,965",30.2,"34,175"
LA,St. Mary Parish,"11,231",22.2,"4,523",32.9,"32,424"
LA,St. Tammany Parish,"23,881",11,"8,425",15.3,"53,654"
LA,Tangipahoa Parish,"23,982",23.3,"9,190",34.2,"33,128"
LA,Tensas Parish,"2,048",36.6,757,51.7,"23,441"
LA,Terrebonne Parish,"19,214",18.2,"7,663",27.3,"37,911"
LA,Union Parish,"4,473",20,"1,631",30.1,"32,123"
LA,Vermilion Parish,"11,143",20.6,"3,895",28,"32,993"
LA,Vernon Parish,"7,291",16.2,"3,410",22.8,"36,664"
LA,Washington Parish,"10,469",24.5,"4,142",37.5,"27,284"
LA,Webster Parish,"9,749",24.2,"3,333",34.9,"30,630"
LA,West Baton Rouge Parish,"3,451",16.5,"1,185",22.1,"39,293"
LA,West Carroll Parish,"2,714",24.7,980,36.5,"28,101"
LA,West Feliciana Parish,"2,154",21.5,532,20.7,"41,108"
LA,Winn Parish,"3,607",25.4,"1,221",34.4,"28,995"
ME,Maine,"157,180",12.3,"44,682",16.7,"42,648"
ME,Androscoggin County,"12,447",12,"4,187",18.1,"41,930"
ME,Aroostook County,"11,736",16.6,"3,086",22.3,"32,435"
ME,Cumberland County,"26,448",10,"6,976",12.2,"49,970"
ME,Franklin County,"4,752",16.9,"1,265",22.3,"35,124"
ME,Hancock County,"5,386",10.4,"1,561",15.5,"43,175"
ME,Kennebec County,"15,166",13,"4,747",19.4,"42,512"
ME,Knox County,"4,712",11.9,"1,312",16.7,"40,472"
ME,Lincoln County,"3,818",11,"1,051",16.2,"43,368"
ME,Oxford County,"8,081",14.6,"2,442",21.5,"38,224"
ME,Penobscot County,"17,871",12.8,"4,354",15.3,"40,414"
ME,Piscataquis County,"2,834",16.3,845,25.9,"32,053"
ME,Sagadahoc County,"3,283",9,"1,124",13.9,"48,264"
ME,Somerset County,"8,540",16.9,"2,689",25.3,"34,149"
ME,Waldo County,"6,285",16.6,"1,771",22.3,"37,826"
ME,Washington County,"6,177",19.1,"1,882",28.4,"29,721"
ME,York County,"19,644",9.9,"5,391",12.6,"49,361"
MD,Maryland,"453,850",8.3,"149,712",10.9,"61,546"
MD,Allegany County,"10,035",15,"2,692",19.6,"33,643"
MD,Anne Arundel County,"26,604",5.4,"8,886",7.1,"71,609"
MD,Baltimore County,"52,033",6.8,"15,603",8.8,"56,256"
MD,Calvert County,"4,333",5,"1,374",6.1,"81,927"
MD,Caroline County,"3,517",11.3,"1,274",16.3,"45,260"
MD,Carroll County,"6,128",3.7,"1,903",4.6,"74,206"
MD,Cecil County,"7,753",8.1,"2,799",11.5,"58,300"
MD,Charles County,"7,800",5.7,"2,798",7.5,"69,820"
MD,Dorchester County,"4,399",14.4,"1,497",22.1,"38,347"
MD,Frederick County,"9,919",4.6,"3,236",5.7,"72,205"
MD,Garrett County,"4,018",13.8,"1,349",20,"39,061"
MD,Harford County,"13,470",5.7,"4,701",7.7,"65,381"
MD,Howard County,"10,251",3.9,"2,996",4.2,"90,311"
MD,Kent County,"2,243",12.3,600,16.7,"43,724"
MD,Montgomery County,"43,745",4.8,"13,145",5.7,"81,874"
MD,Prince George's County,"68,119",8.3,"21,446",9.7,"63,005"
MD,Queen Anne's County,"2,836",6.3,845,7.9,"65,980"
MD,St. Mary's County,"7,425",8,"2,619",10.5,"62,739"
MD,Somerset County,"4,114",20.1,"1,228",26.6,"32,753"
MD,Talbot County,"2,880",8.2,811,11.6,"51,637"
MD,Washington County,"11,412",8.6,"3,907",12.4,"47,008"
MD,Wicomico County,"11,996",13.8,"4,167",19.8,"43,797"
MD,Worcester County,"4,760",9.9,"1,576",17.1,"46,768"
MD,Baltimore city,"134,060",22.2,"48,261",30.9,"32,453"
MA,Massachusetts,"632,745",10.3,"193,177",13.5,"57,176"
MA,Barnstable County,"15,705",7.1,"4,225",10.3,"54,030"
MA,Berkshire County,"13,303",10.6,"3,662",14.2,"45,109"
MA,Bristol County,"55,604",10.5,"18,558",14.8,"50,965"
MA,Dukes County,995,6.5,303,9.8,"51,984"
MA,Essex County,"79,859",11.1,"27,742",15.4,"57,021"
MA,Franklin County,"7,889",11.2,"2,035",14.2,"46,745"
MA,Hampden County,"73,233",16.4,"27,917",25.3,"41,998"
MA,Hampshire County,"15,394",11.4,"2,462",9.7,"49,233"
MA,Middlesex County,"104,743",7.5,"27,384",8.6,"68,780"
MA,Nantucket County,431,4.6,91,4.7,"62,153"
MA,Norfolk County,"34,193",5.4,"8,242",5.5,"71,417"
MA,Plymouth County,"31,286",6.5,"9,701",8,"66,107"
MA,Suffolk County,"126,437",20.5,"37,655",29,"43,155"
MA,Worcester County,"73,672",9.7,"23,198",12.4,"55,251"
MI,Michigan,"1,292,315",13.1,"454,296",18.3,"46,072"
MI,Alcona County,"1,753",15.4,511,27.2,"33,974"
MI,Alger County,"1,156",13.4,313,18.5,"37,825"
MI,Allegan County,"10,627",9.6,"3,352",11.6,"47,662"
MI,Alpena County,"4,094",13.7,"1,282",20.3,"35,628"
MI,Antrim County,"2,488",10.3,876,16.9,"45,232"
MI,Arenac County,"2,859",17.6,904,26.3,"34,179"
MI,Baraga County,"1,017",13,328,18.9,"37,283"
MI,Barry County,"5,042",8.5,"1,748",12.1,"48,768"
MI,Bay County,"12,021",11.2,"4,186",17.1,"41,390"
MI,Benzie County,"1,450",8.4,503,13.4,"41,877"
MI,Berrien County,"27,682",17.6,"10,737",27.2,"39,938"
MI,Branch County,"5,524",13,"2,010",18.6,"42,221"
MI,Calhoun County,"19,171",14.3,"7,161",21,"40,571"
MI,Cass County,"6,435",12.6,"2,131",18.2,"43,221"
MI,Charlevoix County,"2,655",10.1,"1,020",16.4,"44,633"
MI,Cheboygan County,"3,794",14,"1,352",23.1,"36,580"
MI,Chippewa County,"5,400",16.5,"1,509",20.6,"35,329"
MI,Clare County,"5,510",17.8,"2,010",29.5,"33,919"
MI,Clinton County,"5,405",7.9,"1,299",7.6,"59,298"
MI,Crawford County,"2,242",15.7,818,26.1,"34,228"
MI,Delta County,"4,401",11.7,"1,360",16.7,"37,461"
MI,Dickinson County,"3,093",11.3,851,14.1,"38,250"
MI,Eaton County,"9,743",9.3,"3,086",12.4,"49,891"
MI,Emmet County,"3,069",9.3,977,12.7,"43,301"
MI,Genesee County,"69,906",16,"27,341",23.7,"42,724"
MI,Gladwin County,"4,810",18,"1,676",29.6,"35,344"
MI,Gogebic County,"2,602",17.2,675,23.3,"27,835"
MI,Grand Traverse County,"6,644",8.2,"2,075",11.1,"47,308"
MI,Gratiot County,"4,823",13,"1,579",17.4,"41,183"
MI,Hillsdale County,"6,450",14.2,"2,288",20.7,"40,240"
MI,Houghton County,"6,067",18.7,"1,294",18.5,"30,739"
MI,Huron County,"3,949",11.7,"1,167",15.7,"36,247"
MI,Ingham County,"48,188",18.5,"13,004",21.1,"42,767"
MI,Ionia County,"6,342",11,"2,058",13.4,"44,706"
MI,Iosco County,"3,878",14.7,"1,425",27.2,"32,632"
MI,Iron County,"1,610",13.8,469,20.8,"31,163"
MI,Isabella County,"13,426",22.9,"2,064",17.6,"36,520"
MI,Jackson County,"20,372",13.4,"7,525",19.2,"46,839"
MI,Kalamazoo County,"34,922",15.2,"9,286",16.8,"44,531"
MI,Kalkaska County,"2,309",13.6,913,22.6,"38,478"
MI,Kent County,"70,474",12.1,"26,358",16.3,"46,637"
MI,Keweenaw County,318,15.2,88,22.9,"31,809"
MI,Lake County,"2,510",22.4,865,38.5,"27,158"
MI,Lapeer County,"6,492",7.1,"2,401",10.6,"53,276"
MI,Leelanau County,"1,536",7,499,11,"54,380"
MI,Lenawee County,"8,826",9.1,"2,930",12.3,"48,619"
MI,Livingston County,"7,944",4.4,"2,467",5.5,"71,856"
MI,Luce County,"1,022",17.9,324,25.4,"34,462"
MI,Mackinac County,"1,163",10.5,407,18.1,"35,347"
MI,Macomb County,"70,151",8.6,"22,147",11.4,"53,549"
MI,Manistee County,"3,001",12.6,953,18.8,"35,249"
MI,Marquette County,"8,333",13.8,"1,813",15,"39,167"
MI,Mason County,"3,675",12.9,"1,173",18.7,"38,383"
MI,Mecosta County,"7,268",18.7,"2,187",25.6,"36,148"
MI,Menominee County,"3,151",12.9,964,17.9,"36,507"
MI,Midland County,"9,645",11.7,"2,921",14.3,"47,799"
MI,Missaukee County,"2,385",15.9,847,23.8,"34,932"
MI,Monroe County,"13,995",9.2,"4,568",12.2,"55,823"
MI,Montcalm County,"8,128",13.3,"2,992",19.1,"38,812"
MI,Montmorency County,"1,565",15.2,525,28.3,"32,517"
MI,Muskegon County,"25,331",15,"9,616",21.4,"41,764"
MI,Newaygo County,"6,441",13.1,"2,422",18.8,"39,815"
MI,Oakland County,"80,946",6.8,"25,474",8.6,"64,311"
MI,Oceana County,"5,143",18.7,"1,895",27.5,"37,486"
MI,Ogemaw County,"3,854",17.9,"1,244",27.6,"32,212"
MI,Ontonagon County,930,13,253,20.1,"34,896"
MI,Osceola County,"3,702",15.9,"1,338",23.6,"35,452"
MI,Oscoda County,"1,692",18.4,554,28.8,"30,828"
MI,Otsego County,"2,438",10,866,14.9,"42,446"
MI,Ottawa County,"16,991",6.9,"4,970",7.4,"56,987"
MI,Presque Isle County,"1,654",11.8,500,18.7,"35,764"
MI,Roscommon County,"4,045",15.8,"1,292",27.8,"31,752"
MI,Saginaw County,"35,108",17.4,"12,931",24.9,"40,002"
MI,St. Clair County,"16,449",9.7,"5,772",13.9,"49,740"
MI,St. Joseph County,"8,203",13.3,"3,072",18.8,"40,464"
MI,Sanilac County,"5,925",13.5,"2,134",20.1,"37,990"
MI,Schoolcraft County,"1,211",14.4,400,22.6,"34,435"
MI,Shiawassee County,"6,849",9.5,"2,435",13.8,"43,547"
